scorer,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav,Pranav
bodyparts,Head,Head,Pro,Pro,Meso,Meso,Meta,Meta,LF0,LF0,LF1,LF1,LF2,LF2,LM0,LM0,LM1,LM1,LM2,LM2,LH0,LH0,LH1,LH1,LH2,LH2,RF0,RF0,RF1,RF1,RF2,RF2,RM0,RM0,RM1,RM1,RM2,RM2,RH0,RH0,RH1,RH1,RH2,RH2,Bar,Bar,Axis,Axis,Fix,Fix
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data/PIC_0522/img0445.png,356.5821838378906,182.78024291992188,335.7881164550781,182.64932250976562,306.8174743652344,178.9930419921875,288.6089172363281,175.79776000976562,333.3075692761008,168.2658728218168,345.87619722934414,151.69813597435967,352.1605112059658,140.84341183292224,315.1046142578125,163.94589233398438,310.998046875,145.83201599121094,301.8859993929925,149.4129308919518,299.02949303998264,159.1250524921853,269.7506408691406,135.61083984375,250.25790405273438,136.78211975097656,325.2811584472656,195.84478759765625,325.88065275827523,216.82648082298425,317.3111336992456,223.68209607020788,310.63690185546875,194.7903289794922,304.1712044754004,213.39867319937244,293.3164803339629,224.82469861141183,293.12530517578125,195.49847412109375,268.17922442747624,213.39867319937244,271.0357307804861,195.1170325401094,280.5013122558594,319.899169921875,278.8634948730469,177.91310119628906,315.02592861683775,184.26230839867196
labeled-data/PIC_0522/img0814.png,352.9532470703125,179.34239196777344,332.6376647949219,177.85887145996094,303.7950744628906,174.77029418945312,285.9676818847656,174.44932556152344,338.15899658203125,162.19154357910156,355.0901068628342,159.0834468561741,365.7720031738281,159.04116821289062,309.41326904296875,159.22702026367188,303.2631459449642,139.70888202706382,294.7560729980469,140.47177124023438,287.75347900390625,156.51487731933594,253.85800563073295,142.61506675143036,236.26446533203125,154.57052612304688,323.45758056640625,190.88218688964844,336.6842702751794,206.5511306874943,332.3249931886296,207.51985892894982,308.96942138671875,191.49136352539062,308.59115127296946,208.97295129113309,299.87259709986984,223.50387491296578,291.63840704749794,195.41075591075588,267.4202010111102,214.3009566191384,263.4540710449219,197.57681274414062,282.4354887536706,320.861063179245,276.5486755371094,178.4716796875,312.46606423879155,175.06746284019007
labeled-data/PIC_0522/img3496.png,355.8306884765625,167.76405334472656,333.5863037109375,171.30979919433594,306.5842590332031,172.8760986328125,287.44171142578125,174.12319946289062,324.5760803222656,156.2312469482422,330.74273681640625,140.82913208007812,331.2439807389857,132.99680178851014,312.4398498535156,156.70925903320312,309.06646728515625,135.37478637695312,301.4344482421875,133.39295959472656,288.6163896598462,157.42968935826082,253.62815856933594,145.5529327392578,237.34988403320312,159.341064453125,330.20526123046875,186.9770050048828,339.8407287597656,194.6938934326172,346.8394408898904,197.97788575061304,308.3706391843255,189.66030700346386,303.927490234375,205.8950653076172,292.25533036172396,218.77183261848597,294.5355224609375,193.87567138671875,275.62017286742565,214.09319457321456,268.1432189941406,199.1790771484375,280.29881091269704,319.10262625597284,277.4190673828125,178.9499969482422,314.8259582519531,171.40438842773438
labeled-data/PIC_0522/img5933.png,343.2579040527344,135.25942993164062,327.5179443359375,147.9037322998047,304.6799011230469,162.6477813720703,287.1595153808594,171.42356872558594,315.7851849005695,140.66208577747045,315.7851849005695,126.45407156945623,315.7851849005695,131.37223033376884,305.47259521484375,145.970947265625,285.7297702297702,141.20854786239406,271.521756021756,148.31255496640117,285.6878967285156,151.47613525390625,251.6251220703125,150.5565948486328,257.33929443359375,165.30641174316406,334.7560119628906,164.5675048828125,349.23736572265625,166.42564392089844,362.78092420400105,165.2528795990335,319.10595703125,176.2729034423828,327.8073507688892,196.94768052460364,323.9821161744238,199.1335288642981,301.5771706925553,187.11136299597842,282.0668640136719,213.70889282226562,259.6019287109375,216.10220336914062,279.7186872956104,321.5410358871897,276.9564514160156,177.6676025390625,311.8944091796875,160.6618194580078
labeled-data/PIC_0522/img6304.png,350.92169189453125,181.71864318847656,330.0841064453125,178.7594757080078,301.82989501953125,176.61102294921875,285.2669677734375,175.94033813476562,323.8517237563192,165.09240071727586,337.9497358563293,149.53597357243714,340.8665659459865,142.73003669657018,309.2901916503906,161.64622497558594,311.5782165527344,140.66873168945312,302.0910949707031,137.17428588867188,285.25311279296875,157.21412658691406,251.3423614501953,145.9564971923828,232.28671264648438,157.72291564941406,320.9381103515625,193.22276306152344,330.6576606321861,208.3587137138586,332.602214025291,213.22009719662069,303.43391312871836,192.80228656901986,288.36362433215584,205.44188362420132,271.8349204907646,207.87257536558238,287.6241149902344,196.1020965576172,262.11215352524044,212.2478205000683,266.9735370080026,195.2329783104009,281.0715491080126,322.1150872104918,275.0395202636719,178.65765380859375,309.4859313964844,176.87449645996094
labeled-data/PIC_0522/img7659.png,269.0439585389636,110.94324207261275,276.13377182258307,130.4402286025663,283.81440287983753,154.66375732159952,290.31339838982194,175.34237939882297,263.726598576249,141.66576630163047,251.91024310354985,141.66576630163047,262.54496302897905,147.57394403798003,267.2715052180587,149.3463973588849,251.31942532991488,150.5280329061548,239.50306985721576,149.93721513251987,270.1799011230469,180.810302734375,266.6806874444237,209.60981026965044,286.1776739743773,209.60981026965044,292.6766694843618,122.75959754531186,295.63075835253665,106.80751765716803,297.40321167344143,92.03707331629414,298.58484722071137,147.57394403798003,316.900198203395,148.164761811615,326.94410035518933,154.66375732159952,309.21956714614055,164.1168416997588,332.2614603179039,188.34037041879202,328.7165536760941,200.15672589149113,283.22358510620256,321.86518726029215,280.8603140116627,178.29646826699775,276.08575439453125,147.07498168945312
labeled-data/PIC_0522/img7665.png,269.0218317036499,113.1095739092743,277.05908249814354,133.47060925532463,283.48888313373834,156.51072819953947,288.91693115234375,175.5010986328125,261.5203976287893,145.7943938068814,252.94733011466283,147.93766068541302,259.3771307502577,157.58236163880528,267.4143815447512,153.83164460137496,248.12497963796667,151.68837772284334,247.5891629183338,157.58236163880528,271.9532165527344,185.16397094726562,272.61114501953125,216.16702270507812,293.3022766113281,228.46397399902344,292.0619506478648,132.9347925356917,297.95593456382676,120.61100798413494,299.7007751464844,114.73780059814453,300.0992014423583,152.76001116210915,315.1020695920796,157.04654491917236,326.8900374240035,168.29869603146335,305.4573686386874,164.54797899403303,332.7840213399654,177.4075802652227,312.42298599391506,176.8717635455898,279.2023493766751,321.5422778464737,279.2023493766751,179.5508471437543,276.90765380859375,147.91929626464844
labeled-data/PIC_0522/img7778.png,307.370296425741,116.57872103476507,299.98950982417523,130.77254142239167,291.1068115234375,159.2061004638672,288.38616943359375,179.39260864257812,280.6859140970031,138.72108083946253,269.89861060240685,131.34029423789673,265.92434089387143,137.5855752084524,279.550408465993,151.21164278057392,261.38231836983095,151.77939559607898,254.56928458377016,158.0246765666347,272.4937744140625,177.72752380371094,256.84029584579037,207.41917151557516,261.38231836983095,234.10355384431313,311.3445661342764,147.23737307203848,328.3771505994283,142.12759773249292,338.5967012785195,141.55984491698786,311.3445661342764,165.97321598370556,322.6996224443777,177.8960251093119,323.2673752598828,194.92860957446376,310.77681331877136,179.031530740322,323.52490234375,204.93353271484375,308.4158020019531,197.9355926513672,281.25366691250815,320.96973461658774,282.38917254351827,179.59928355582707,290.8379211425781,149.75198364257812
