scorer,,,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000,DLC_resnet50_CricketAug22shuffle1_200000
bodyparts,,,Head,Head,Head,Pro,Pro,Pro,Meso,Meso,Meso,Meta,Meta,Meta,LF0,LF0,LF0,LF1,LF1,LF1,LF2,LF2,LF2,LM0,LM0,LM0,LM1,LM1,LM1,LM2,LM2,LM2,LH0,LH0,LH0,LH1,LH1,LH1,LH2,LH2,LH2,RF0,RF0,RF0,RF1,RF1,RF1,RF2,RF2,RF2,RM0,RM0,RM0,RM1,RM1,RM1,RM2,RM2,RM2,RH0,RH0,RH0,RH1,RH1,RH1,RH2,RH2,RH2,Bar,Bar,Bar,Axis,Axis,Axis,Fix,Fix,Fix
coords,,,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
labeled-data,PIC_0561,img1253.png,242.8058624267578,164.60862731933594,0.9999721050262451,266.23492431640625,160.75067138671875,0.9992104768753052,292.8320007324219,161.0158233642578,0.9999371767044067,312.79449462890625,151.95944213867188,0.999886691570282,267.7191467285156,176.56103515625,0.999629020690918,259.5613708496094,185.8870849609375,0.9950034618377686,259.4360656738281,184.27992248535156,0.9922016859054565,290.2677917480469,175.11602783203125,0.9798202514648438,272.6627502441406,191.00196838378906,0.9618936777114868,318.9590148925781,185.8238525390625,0.7306010723114014,325.4086608886719,165.6276397705078,0.9929007291793823,319.4585876464844,196.84872436523438,0.8103139400482178,337.46270751953125,162.86473083496094,0.8864662647247314,271.3406982421875,146.30517578125,0.9992386102676392,265.3012390136719,133.2607421875,0.9995580911636353,268.8313293457031,129.93646240234375,0.9990227222442627,281.8409729003906,144.7964324951172,0.9992343187332153,277.63714599609375,128.76995849609375,0.9955204725265503,272.06964111328125,118.18833923339844,0.9754177927970886,300.0507507324219,137.9416961669922,0.9984593987464905,308.2513427734375,107.9639663696289,0.9999687075614929,331.0594177246094,121.45118713378906,0.9993548393249512,314.059326171875,299.1341552734375,0.9999902248382568,313.6984558105469,156.3957977294922,0.9998570084571838,282.9310607910156,162.0212860107422,0.99837726354599
labeled-data,PIC_0561,img5499.png,303.2200927734375,227.80873107910156,0.9999836087226868,307.4691467285156,205.92648315429688,0.9999651908874512,311.9938659667969,180.79193115234375,0.9999887943267822,313.61834716796875,161.35595703125,0.999970018863678,323.8804016113281,212.63951110839844,0.9999673366546631,331.41839599609375,223.5653076171875,0.999889075756073,333.76690673828125,227.8108673095703,0.9999515414237976,329.2843933105469,189.1161346435547,0.999821662902832,351.9638977050781,188.97390747070312,0.9999842643737793,350.6947937011719,183.56365966796875,0.9999815225601196,336.6430969238281,168.0045928955078,0.9999405145645142,354.61578369140625,140.04574584960938,0.9999988079071045,342.945556640625,133.7178497314453,0.9999964237213135,296.5177917480469,202.92236328125,0.9993774890899658,287.23297119140625,205.01565551757812,0.9982104301452637,294.36407470703125,204.4728546142578,0.9937827587127686,296.030517578125,185.4800262451172,0.9982427358627319,288.463134765625,174.2265167236328,0.9986633062362671,290.0617370605469,193.3299560546875,0.9754343628883362,295.8999938964844,170.64678955078125,0.9999856948852539,273.2099304199219,153.79945373535156,0.9999970197677612,295.1446228027344,149.66082763671875,0.999972939491272,314.2650451660156,298.9670104980469,0.9999918937683105,312.0251770019531,158.98069763183594,0.999976634979248,310.62518310546875,191.2257843017578,0.9999648332595825
labeled-data,PIC_0561,img1361.png,244.68089294433594,175.57162475585938,0.9999889731407166,267.8051452636719,171.7031707763672,0.999820351600647,290.34796142578125,163.41781616210938,0.9999788403511047,313.5265808105469,155.50692749023438,0.9998811483383179,266.9706726074219,189.49874877929688,0.9976740479469299,256.3982238769531,199.5864715576172,0.9955493211746216,242.5016326904297,210.5181427001953,0.9984433650970459,293.05047607421875,182.4854736328125,0.9996188879013062,297.0428466796875,196.3058319091797,0.9996116757392883,308.35479736328125,205.80990600585938,0.9997140765190125,318.94512939453125,174.4790496826172,0.9996532797813416,375.1783447265625,172.9249267578125,0.9915816783905029,363.1530456542969,174.40573120117188,0.9722189903259277,262.6791076660156,158.51895141601562,0.9998565912246704,251.421142578125,151.99673461914062,0.9997589588165283,244.30572509765625,152.27432250976562,0.9996198415756226,282.01873779296875,150.672119140625,0.9984850287437439,292.8883056640625,129.6810302734375,0.999561071395874,303.6715087890625,117.6615219116211,0.9973772168159485,300.7624816894531,137.69503784179688,0.9999062418937683,309.9476318359375,109.3987808227539,0.9998855590820312,336.9796447753906,118.12105560302734,0.9997546672821045,314.1390380859375,298.0497741699219,0.999991774559021,312.2432861328125,159.51759338378906,0.9996121525764465,280.1184997558594,168.01638793945312,0.9991325736045837
labeled-data,PIC_0561,img2965.png,268.7584228515625,109.77249145507812,0.999221682548523,285.6170959472656,124.58247375488281,0.9994984865188599,303.0591735839844,142.0150146484375,0.9995067119598389,319.31707763671875,156.08291625976562,0.9993680715560913,279.5644836425781,138.52210998535156,0.9995332956314087,268.0956115722656,143.69659423828125,0.9964438676834106,274.2556457519531,141.675048828125,0.9733535051345825,285.3204650878906,148.22317504882812,0.99995356798172,270.5116271972656,162.2785186767578,0.9995755553245544,264.9693603515625,177.1692352294922,0.9979658126831055,300.5835266113281,165.35702514648438,0.9997612833976746,297.25140380859375,197.791748046875,0.9994781017303467,312.7274475097656,201.45504760742188,0.9956042170524597,291.5142517089844,113.73471069335938,0.9996086359024048,287.0604248046875,100.17183685302734,0.9958125352859497,280.0438232421875,93.0291748046875,0.9975513219833374,313.9725036621094,126.73432922363281,0.998867392539978,327.4841613769531,114.84861755371094,0.9999158382415771,337.6976318359375,113.74130249023438,0.9996604919433594,336.05938720703125,146.91871643066406,0.9979486465454102,369.0653076171875,162.27182006835938,0.9996116161346436,380.5510559082031,192.62498474121094,0.9992229342460632,314.2016296386719,299.2735290527344,0.9999908208847046,310.4296569824219,156.7660369873047,0.9991824626922607,295.0401611328125,140.15628051757812,0.9987344145774841
labeled-data,PIC_0561,img1274.png,253.66653442382812,155.0357208251953,0.9997357130050659,277.0972595214844,155.4233856201172,0.999944806098938,301.9068298339844,156.63302612304688,0.9999786615371704,321.1036682128906,156.25534057617188,0.9992243647575378,278.3055114746094,171.49429321289062,0.9999184012413025,266.9138488769531,177.62452697753906,0.9979655146598816,264.43878173828125,176.9404296875,0.9996191263198853,303.8109130859375,175.65213012695312,0.9992954730987549,310.410888671875,189.56021118164062,0.9911268949508667,323.1138000488281,192.8855743408203,0.979775071144104,320.3784484863281,173.1785125732422,0.9988139867782593,334.2374267578125,196.2592010498047,0.99964439868927,348.7698669433594,175.7244873046875,0.9820980429649353,284.4382019042969,141.62857055664062,0.9982503652572632,277.52789306640625,125.43412017822266,0.9997202157974243,280.17578125,119.60196685791016,0.997992753982544,297.9283142089844,138.9813690185547,0.9992234110832214,293.9783630371094,121.02809143066406,0.9961868524551392,293.1318664550781,113.37325286865234,0.9890598654747009,324.9162292480469,136.07435607910156,0.9992422461509705,348.4685974121094,117.82341766357422,0.9999581575393677,376.51739501953125,125.74687194824219,0.9999557733535767,314.35565185546875,299.0480651855469,0.9999926090240479,316.7423095703125,164.19140625,0.9999476671218872,290.2963562011719,157.75245666503906,0.9998481869697571
labeled-data,PIC_0561,img3350.png,378.8631286621094,151.00039672851562,0.9997353553771973,356.2891845703125,155.6136932373047,0.999874472618103,335.0340881347656,160.62689208984375,0.9999041557312012,313.3231506347656,165.66067504882812,0.9998917579650879,350.3865051269531,139.86021423339844,0.9998553395271301,353.6054992675781,125.94279479980469,0.9999414682388306,352.4671936035156,129.40377807617188,0.9989669919013977,336.05859375,141.1375732421875,0.9986697435379028,343.74951171875,129.09922790527344,0.98841792345047,293.0355224609375,133.25631713867188,0.94340980052948,310.6751708984375,143.3637237548828,0.9999676942825317,284.8467712402344,133.16871643066406,0.999970555305481,281.74713134765625,153.17539978027344,0.9999417066574097,367.37982177734375,168.25457763671875,0.9995265007019043,378.4393310546875,174.03443908691406,0.999747097492218,392.4803771972656,172.80319213867188,0.9996659159660339,335.9059753417969,177.10882568359375,0.9999644756317139,337.0185546875,195.5876922607422,0.9998749494552612,331.2261657714844,199.65284729003906,0.9988797903060913,320.9284973144531,185.89813232421875,0.9999317526817322,306.85821533203125,209.12867736816406,0.9999973773956299,289.4482421875,193.263427734375,0.9998421669006348,314.05682373046875,299.2640686035156,0.9999871850013733,312.4022521972656,158.98849487304688,0.9996911287307739,342.9678649902344,156.34414672851562,0.9999861121177673
labeled-data,PIC_0561,img6768.png,275.3617248535156,224.71090698242188,0.9999889135360718,285.4345703125,202.62774658203125,0.999975323677063,297.5962829589844,177.35861206054688,0.9999669790267944,303.7815856933594,160.36293029785156,0.9998445510864258,299.133056640625,209.2829132080078,0.9999775290489197,303.4188232421875,221.26182556152344,0.9999767541885376,302.0049133300781,226.13433837890625,0.9999406933784485,311.03826904296875,188.14955139160156,0.9999068379402161,326.6743469238281,193.52047729492188,0.999916136264801,337.32342529296875,187.04905700683594,0.9999632835388184,322.185302734375,169.11598205566406,0.9999648332595825,345.0613708496094,152.0966339111328,0.9999934434890747,334.5697326660156,138.25498962402344,0.999985933303833,273.4083251953125,197.49227905273438,0.999909520149231,258.7140808105469,205.47933959960938,0.9995824098587036,251.64874267578125,212.85235595703125,0.9998860359191895,278.5121154785156,179.03424072265625,0.9999806880950928,262.302734375,176.3502960205078,0.9992711544036865,248.35287475585938,177.7138671875,0.988868236541748,279.67645263671875,163.7133026123047,0.9999825954437256,261.6656188964844,142.46876525878906,0.9999915957450867,286.7664489746094,144.4617919921875,0.9998575448989868,314.9659729003906,298.88970947265625,0.9999876022338867,310.454345703125,159.8310546875,0.9999901652336121,295.63592529296875,187.1558380126953,0.9999144077301025
